W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
5;0;2;F;0;5.42;513.45;910.06;512.91;73.19;480.54;587240.71;1.96;1105
5;0;2;G;0;5.42;495.5;893.62;521.26;73.47;480.71;409518.92;1.96;622
5;1;0;A;0;6.92;223.28;655.3;581.24;62.44;543.75;219216.58;1.97;197
5;1;0;B;0;6.92;203.75;701.73;404.42;71.98;544.58;84320.93;1.98;124
5;1;0;C;0;6.92;292.35;839;464.12;79.01;543.28;386368.97;1.97;295
5;1;0;D;0;6.92;353.69;900.93;538.04;79.1;543.33;182720.41;1.97;281
5;1;0;E;0;6.92;436.22;1011.54;558.3;83.15;543.72;177092.22;1.97;201
5;1;0;F;0;6.92;489.78;1113.43;578.65;90.14;544.16;161244.1;1.98;152
5;1;0;G;0;6.92;363.27;997.63;525.37;91.69;544.82;118166.06;1.98;112
5;1;1;A;0;6.77;219.38;659.41;467.29;64.97;562.27;279945.72;1.97;351
5;1;1;B;0;6.77;275.24;702.15;463.3;63.03;562.07;195163.45;1.97;465
5;1;1;C;0;6.77;354.08;813.17;502.96;67.79;561.72;543708.21;1.96;1106
5;1;1;D;0;6.77;395.44;881.13;527.75;71.71;561.68;633859.22;1.96;1261
5;1;1;E;0;6.77;491.64;1002.22;558.02;75.39;561.79;472962.31;1.96;844
5;1;1;F;0;6.77;504.15;1044.84;544.76;79.84;561.82;526306.91;1.96;777
5;1;1;G;0;6.77;465.73;988.59;577.3;77.2;561.86;348790.12;1.96;708
5;1;2;A;0;4.89;330.54;702.23;455.03;76.06;476.99;281843.73;1.96;571
5;1;2;B;0;4.89;404.05;736.29;397.74;67.99;476.96;239411.94;1.96;607
5;1;2;C;0;4.89;447.73;769.56;412.42;65.86;476.71;643034.55;1.96;1673
5;1;2;D;0;4.89;519.1;845.46;442.47;66.79;476.76;485085.21;1.96;1221
5;1;2;E;0;4.89;547.47;883.68;497.21;68.8;476.95;250173.28;1.96;622
5;1;2;F;0;4.89;543.64;886.71;470.21;70.21;477.12;151503.42;1.97;436
5;1;2;G;0;4.89;578.84;934.32;546.62;72.74;477.54;120190.93;1.97;247
5;2;0;A;0;7.09;48.24;668.29;440.23;87.45;481.06;223929.36;1.98;143
5;2;0;B;0;7.09;176.28;654.11;388.46;67.39;481.62;61873.67;1.98;108
5;2;0;C;0;7.09;228.96;764.27;458.11;75.49;479.98;234583.99;1.97;392
5;2;0;D;0;7.09;348.59;862.83;484.38;72.52;480.02;186430.28;1.97;370
5;2;0;E;0;7.09;417.16;967.46;488.2;77.61;480.44;178637.73;1.97;226
5;2;0;F;0;7.09;374.35;983.24;532.76;85.87;482.83;59171.86;1.99;71
5;2;0;G;0;7.09;341.03;891.69;530.99;77.66;483.55;41793.22;2;59
5;2;1;A;0;6.28;146.75;582.63;400.65;69.39;496.47;153018.48;1.97;397
5;2;1;B;0;6.28;277.81;688.47;408.13;65.38;496.32;264704.92;1.96;515
5;2;1;C;0;6.28;295.6;732.81;427.66;69.6;496.01;473308.23;1.96;1454
5;2;1;D;0;6.28;393.95;847.3;506.02;72.17;496.07;523442.71;1.96;1083
5;2;1;E;0;6.28;487.06;943.27;482.76;72.63;496.16;413589.78;1.96;786
5;2;1;F;0;6.28;473.76;926.83;515.17;72.13;496.55;151115.25;1.97;352
5;2;1;G;0;6.28;484.36;940.78;521.77;72.66;496.59;176056.65;1.97;333
5;2;2;A;0;4.3;318.23;608.26;380.73;67.46;478.75;2319841.27;1.96;6966
5;2;2;B;0;4.3;384.32;658.51;384.28;63.78;478.75;1810554.11;1.96;6037
5;2;2;C;0;4.3;458.8;745.33;423.67;66.65;478.72;5281170.03;1.96;20528
5;2;2;D;0;4.3;538.5;835.68;471.55;69.12;478.73;3700174.23;1.96;12975
5;2;2;E;0;4.3;551.23;850.46;477.43;69.6;478.75;1930009.23;1.96;6121
5;2;2;F;0;4.3;594;898.01;501.87;70.72;478.82;867368.1;1.96;2180
5;2;2;G;0;4.3;576.4;876.54;515.78;69.82;478.89;529339.07;1.96;1325
5;3;0;A;0;5.41;237.56;551.78;409.69;58.03;468.33;84670.83;1.98;143
5;3;0;B;0;5.41;254.8;666.68;451.96;76.07;470.15;31222.64;2;69
5;3;0;C;0;5.41;313.81;721.07;406.59;75.22;468.59;93597.12;1.98;124
5;3;0;D;0;5.41;512.35;909.41;555.1;73.33;470.9;41906.67;2;57
5;3;0;E;2;5.41;512.35;909.41;555.1;73.33;470.9;41906.67;2;0
5;3;0;F;2;5.41;512.35;909.41;555.1;73.33;470.9;41906.67;2;0
5;3;0;G;2;5.41;512.35;909.41;555.1;73.33;470.9;41906.67;2;0
5;3;1;A;0;5.97;129.84;513.05;267.62;64.23;433.84;286045.03;1.97;460
5;3;1;B;0;5.97;174.93;580.36;343.85;67.95;433.98;159350.19;1.97;357
5;3;1;C;0;5.97;330.98;781.36;437.03;75.49;433.67;388691.1;1.96;725
5;3;1;D;0;5.97;428.92;901.54;495.99;79.21;434.01;220989.37;1.97;341
5;3;1;E;0;5.97;433.11;918.03;477.85;81.28;435.16;144034.6;1.98;123
5;3;1;F;2;5.97;433.11;918.03;477.85;81.28;435.16;144034.6;1.98;0
5;3;1;G;2;5.97;433.11;918.03;477.85;81.28;435.16;144034.6;1.98;0
5;3;2;A;0;4;334.55;625.25;383.64;72.66;456.02;810628.06;1.96;3418
5;3;2;B;0;4;407.63;695.59;393;71.98;456;1341745.9;1.96;4384
5;3;2;C;0;4;459.95;753.2;422.08;73.3;455.98;2971209.1;1.96;9470
5;3;2;D;0;4;511.06;805.41;457.26;73.58;456.02;876177.84;1.96;3236
5;3;2;E;0;4;625.92;919.03;485.04;73.27;456.23;382296.68;1.96;814
5;3;2;F;0;4;619.06;915.65;503.58;74.13;457.02;38999.09;1.97;215
5;3;2;G;0;4;541.69;817.74;410.44;69;459.06;8530;1.99;75
5;4;0;A;0;4.78;284.9;586.83;457.74;63.13;483;355069.22;1.96;558
5;4;0;B;0;4.78;311.6;667.66;439.75;74.44;482.99;381161.97;1.96;559
5;4;0;C;0;4.78;334.08;722.99;453.2;81.31;482.89;554304.79;1.96;730
5;4;0;D;0;4.78;491.33;932.69;596.37;92.28;486;74272.44;1.99;72
5;4;0;E;2;4.78;491.33;932.69;596.37;92.28;486;74272.44;1.99;0
5;4;0;F;2;4.78;491.33;932.69;596.37;92.28;486;74272.44;1.99;0
5;4;0;G;2;4.78;491.33;932.69;596.37;92.28;486;74272.44;1.99;0
5;4;1;A;0;5.36;146.39;540.74;334.16;73.62;442.64;511963.81;1.96;1268
5;4;1;B;0;5.36;264.93;652.42;402.81;72.34;442.56;1127998.11;1.96;2370
5;4;1;C;0;5.36;305.67;709.97;436.97;75.48;442.52;1986721.87;1.96;3917
5;4;1;D;0;5.36;377.98;791.94;483.9;77.29;442.76;644030.29;1.96;756
5;4;1;E;0;5.36;439.97;951.4;526.02;95.48;445.19;81632.72;1.99;83
5;4;1;F;2;5.36;439.97;951.4;526.02;95.48;445.19;81632.72;1.99;0
5;4;1;G;2;5.36;439.97;951.4;526.02;95.48;445.19;81632.72;1.99;0
5;4;2;A;0;5.35;244.78;601.04;402.98;66.56;444.85;5578707.4;1.96;17691
5;4;2;B;0;5.35;271.64;647.72;404.37;70.26;444.84;14245643.84;1.96;39065
5;4;2;C;0;5.35;312.41;694.27;430.14;71.34;444.84;19169150.61;1.96;50067
5;4;2;D;0;5.35;427.88;796.88;494.14;68.94;444.89;1848520.69;1.96;3824
5;4;2;E;0;5.35;444.8;829.42;493.12;71.86;445.54;167965.87;1.97;316
5;4;2;F;2;5.35;444.8;829.42;493.12;71.86;445.54;167965.87;1.97;0
5;4;2;G;2;5.35;444.8;829.42;493.12;71.86;445.54;167965.87;1.97;0
5;5;0;A;0;5.55;108.89;579.69;347.32;84.78;403.17;127081.91;1.98;104
5;5;0;B;0;5.55;154.66;570.88;380.63;74.95;402.04;166935.41;1.97;244
5;5;0;C;0;5.55;223.21;692.01;497.74;84.42;403.59;62490.93;1.99;86
5;5;0;D;2;5.55;223.21;692.01;497.74;84.42;403.59;62490.93;1.99;0
5;5;0;E;2;5.55;223.21;692.01;497.74;84.42;403.59;62490.93;1.99;0
5;5;0;F;2;5.55;223.21;692.01;497.74;84.42;403.59;62490.93;1.99;0
5;5;0;G;2;5.55;223.21;692.01;497.74;84.42;403.59;62490.93;1.99;0
5;5;1;A;0;4.65;246.99;624.93;407.57;81.24;404.22;251587.92;1.97;432
5;5;1;B;0;4.65;252.22;626.45;364.27;80.44;403.97;446042.62;1.96;928
5;5;1;C;0;4.65;269.63;639.22;403.56;79.44;404.15;165362.81;1.96;498
5;5;1;D;2;4.65;269.63;639.22;403.56;79.44;404.15;165362.81;1.96;0
5;5;1;E;2;4.65;269.63;639.22;403.56;79.44;404.15;165362.81;1.96;0
5;5;1;F;2;4.65;269.63;639.22;403.56;79.44;404.15;165362.81;1.96;0
5;5;1;G;2;4.65;269.63;639.22;403.56;79.44;404.15;165362.81;1.96;0
5;5;2;A;0;4.62;235.88;567.78;340.56;71.85;383.5;1210688.28;1.96;6383
5;5;2;B;0;4.62;269.15;607.04;362.44;73.15;383.49;1987229.65;1.96;9542
5;5;2;C;0;4.62;265.02;597.04;376.1;71.88;383.53;649339.84;1.96;3143
5;5;2;D;0;4.62;424.01;747.32;395.38;69.99;385.03;16680.99;1.98;124
5;5;2;E;2;4.62;424.01;747.32;395.38;69.99;385.03;16680.99;1.98;0
5;5;2;F;2;4.62;424.01;747.32;395.38;69.99;385.03;16680.99;1.98;0
5;5;2;G;2;4.62;424.01;747.32;395.38;69.99;385.03;16680.99;1.98;0
5;6;0;A;0;5.38;164.26;614.86;370.45;83.74;372.37;137871.49;1.97;176
5;6;0;B;0;5.38;171.8;593.2;351.91;78.32;371.77;172446.88;1.97;402
5;6;0;C;0;5.38;141.13;624.29;391.54;89.8;373.46;49426.32;1.99;88
5;6;0;D;2;5.38;141.13;624.29;391.54;89.8;373.46;49426.32;1.99;0
5;6;0;E;2;5.38;141.13;624.29;391.54;89.8;373.46;49426.32;1.99;0
5;6;0;F;2;5.38;141.13;624.29;391.54;89.8;373.46;49426.32;1.99;0
5;6;0;G;2;5.38;141.13;624.29;391.54;89.8;373.46;49426.32;1.99;0
5;6;1;A;0;4.96;168.08;548.94;332.42;76.84;367.03;277890.82;1.96;607
5;6;1;B;0;4.96;197.43;620.15;366.86;85.29;366.93;373856.28;1.96;889
5;6;1;C;0;4.96;178.6;590.54;339.27;83.11;367.39;118781.52;1.97;276
5;6;1;D;2;4.96;178.6;590.54;339.27;83.11;367.39;118781.52;1.97;0
5;6;1;E;2;4.96;178.6;590.54;339.27;83.11;367.39;118781.52;1.97;0
5;6;1;F;2;4.96;178.6;590.54;339.27;83.11;367.39;118781.52;1.97;0
5;6;1;G;2;4.96;178.6;590.54;339.27;83.11;367.39;118781.52;1.97;0
5;6;2;A;0;3.41;292.64;538.48;317.14;72.12;362.52;1443283.63;1.96;6111
5;6;2;B;0;3.41;329.02;579.36;344.09;73.44;362.52;1437174.72;1.96;7230
5;6;2;C;0;3.41;329.07;578.11;362.79;73.06;362.58;469543.18;1.96;2112
5;6;2;D;2;3.41;329.07;578.11;362.79;73.06;362.58;469543.18;1.96;0
5;6;2;E;2;3.41;329.07;578.11;362.79;73.06;362.58;469543.18;1.96;0
5;6;2;F;2;3.41;329.07;578.11;362.79;73.06;362.58;469543.18;1.96;0
5;6;2;G;2;3.41;329.07;578.11;362.79;73.06;362.58;469543.18;1.96;0
5;7;0;A;0;4.31;166.54;556.47;359.09;90.38;389.88;324624.7;1.96;581
5;7;0;B;0;4.31;257.91;619.85;399.6;83.89;390.16;237611.15;1.97;318
5;7;0;C;2;4.31;257.91;619.85;399.6;83.89;390.16;237611.15;1.97;0
5;7;0;D;2;4.31;257.91;619.85;399.6;83.89;390.16;237611.15;1.97;0
5;7;0;E;2;4.31;257.91;619.85;399.6;83.89;390.16;237611.15;1.97;0
5;7;0;F;2;4.31;257.91;619.85;399.6;83.89;390.16;237611.15;1.97;0
5;7;0;G;2;4.31;257.91;619.85;399.6;83.89;390.16;237611.15;1.97;0
5;7;1;A;0;3.46;275.19;578.36;348;87.55;376.54;617243.66;1.96;1024
5;7;1;B;0;3.46;272.85;579.94;364.07;88.68;376.64;539472.05;1.96;665
5;7;1;C;0;3.46;398.82;723.09;429.3;93.64;378.99;137392.74;1.99;73
5;7;1;D;2;3.46;398.82;723.09;429.3;93.64;378.99;137392.74;1.99;0
5;7;1;E;2;3.46;398.82;723.09;429.3;93.64;378.99;137392.74;1.99;0
5;7;1;F;2;3.46;398.82;723.09;429.3;93.64;378.99;137392.74;1.99;0
5;7;1;G;2;3.46;398.82;723.09;429.3;93.64;378.99;137392.74;1.99;0
5;7;2;A;0;3.26;278.76;542.84;319.91;81.01;342.42;3070481.51;1.96;7995
5;7;2;B;0;3.26;291.92;551.09;317.92;79.51;342.46;864884.17;1.96;2833
5;7;2;C;0;3.26;358.5;602.89;339.75;74.97;343.32;153338.87;1.97;187
5;7;2;D;0;3.26;575.82;793.71;395.59;66.84;345.5;9503.58;2;57
5;7;2;E;2;3.26;575.82;793.71;395.59;66.84;345.5;9503.58;2;0
5;7;2;F;2;3.26;575.82;793.71;395.59;66.84;345.5;9503.58;2;0
5;7;2;G;2;3.26;575.82;793.71;395.59;66.84;345.5;9503.58;2;0
5;8;0;A;0;3.55;256.1;570.95;349;88.7;373.51;719572.68;1.96;1901
5;8;0;B;0;3.55;261.01;579.11;365.07;89.61;374.37;200658.68;1.97;197
5;8;0;C;2;3.55;261.01;579.11;365.07;89.61;374.37;200658.68;1.97;0
5;8;0;D;2;3.55;261.01;579.11;365.07;89.61;374.37;200658.68;1.97;0
5;8;0;E;2;3.55;261.01;579.11;365.07;89.61;374.37;200658.68;1.97;0
5;8;0;F;2;3.55;261.01;579.11;365.07;89.61;374.37;200658.68;1.97;0
5;8;0;G;2;3.55;261.01;579.11;365.07;89.61;374.37;200658.68;1.97;0
5;8;1;A;0;3.92;208.78;571;353.8;92.5;364.66;1587880.23;1.96;2553
5;8;1;B;0;3.92;236.87;570.08;290.7;85.09;365.48;191202.43;1.97;206
5;8;1;C;2;3.92;236.87;570.08;290.7;85.09;365.48;191202.43;1.97;0
5;8;1;D;2;3.92;236.87;570.08;290.7;85.09;365.48;191202.43;1.97;0
5;8;1;E;2;3.92;236.87;570.08;290.7;85.09;365.48;191202.43;1.97;0
5;8;1;F;2;3.92;236.87;570.08;290.7;85.09;365.48;191202.43;1.97;0
5;8;1;G;2;3.92;236.87;570.08;290.7;85.09;365.48;191202.43;1.97;0
5;8;2;A;0;2.77;312.7;550.06;299.83;85.8;321.78;4571089.51;1.96;10413
5;8;2;B;0;2.77;326.5;557.44;298.24;83.48;322;340669.48;1.96;687
5;8;2;C;0;2.77;373.67;580.98;426.03;74.94;323.13;12304.59;1.98;119
5;8;2;D;2;2.77;373.67;580.98;426.03;74.94;323.13;12304.59;1.98;0
5;8;2;E;2;2.77;373.67;580.98;426.03;74.94;323.13;12304.59;1.98;0
5;8;2;F;2;2.77;373.67;580.98;426.03;74.94;323.13;12304.59;1.98;0
5;8;2;G;2;2.77;373.67;580.98;426.03;74.94;323.13;12304.59;1.98;0
5;9;0;A;0;5.24;72.95;523.04;310.31;85.87;318.34;291532.82;1.96;741
5;9;0;B;2;5.24;72.95;523.04;310.31;85.87;318.34;291532.82;1.96;0
5;9;0;C;2;5.24;72.95;523.04;310.31;85.87;318.34;291532.82;1.96;0
5;9;0;D;2;5.24;72.95;523.04;310.31;85.87;318.34;291532.82;1.96;0
5;9;0;E;2;5.24;72.95;523.04;310.31;85.87;318.34;291532.82;1.96;0
5;9;0;F;2;5.24;72.95;523.04;310.31;85.87;318.34;291532.82;1.96;0
5;9;0;G;2;5.24;72.95;523.04;310.31;85.87;318.34;291532.82;1.96;0
5;9;1;A;0;2.16;331.41;507.24;285.7;81.43;312.41;1364504.16;1.96;1740
5;9;1;B;0;2.16;464.21;619.87;449.96;72.09;314.64;81787.48;2;69
5;9;1;C;2;2.16;464.21;619.87;449.96;72.09;314.64;81787.48;2;0
5;9;1;D;2;2.16;464.21;619.87;449.96;72.09;314.64;81787.48;2;0
5;9;1;E;2;2.16;464.21;619.87;449.96;72.09;314.64;81787.48;2;0
5;9;1;F;2;2.16;464.21;619.87;449.96;72.09;314.64;81787.48;2;0
5;9;1;G;2;2.16;464.21;619.87;449.96;72.09;314.64;81787.48;2;0
5;9;2;A;0;2.86;269.4;502.78;296;81.56;322.77;1807224.56;1.96;5616
5;9;2;B;0;2.86;331.36;572.32;384.89;84.21;323.49;34680.34;1.97;219
5;9;2;C;0;2.86;408.08;618.29;325.18;73.46;324.26;67560.85;1.98;108
5;9;2;D;2;2.86;408.08;618.29;325.18;73.46;324.26;67560.85;1.98;0
5;9;2;E;2;2.86;408.08;618.29;325.18;73.46;324.26;67560.85;1.98;0
5;9;2;F;2;2.86;408.08;618.29;325.18;73.46;324.26;67560.85;1.98;0
5;9;2;G;2;2.86;408.08;618.29;325.18;73.46;324.26;67560.85;1.98;0
5;10;0;A;0;1.93;326.13;461.99;352.13;70.56;378.15;4634980.57;1.96;6360
5;10;0;B;0;1.93;236.36;367.58;240.96;68.15;381.37;25647.65;2;60
5;10;0;C;2;1.93;236.36;367.58;240.96;68.15;381.37;25647.65;2;0
5;10;0;D;2;1.93;236.36;367.58;240.96;68.15;381.37;25647.65;2;0
5;10;0;E;2;1.93;236.36;367.58;240.96;68.15;381.37;25647.65;2;0
5;10;0;F;2;1.93;236.36;367.58;240.96;68.15;381.37;25647.65;2;0
5;10;0;G;2;1.93;236.36;367.58;240.96;68.15;381.37;25647.65;2;0
5;10;1;A;0;2.51;262.84;461.13;290.28;78.89;306.5;950441.22;1.96;2129
5;10;1;B;0;2.51;197.76;351.73;187.93;61.26;307.9;62998.6;1.98;106
5;10;1;C;2;2.51;197.76;351.73;187.93;61.26;307.9;62998.6;1.98;0
5;10;1;D;2;2.51;197.76;351.73;187.93;61.26;307.9;62998.6;1.98;0
5;10;1;E;2;2.51;197.76;351.73;187.93;61.26;307.9;62998.6;1.98;0
5;10;1;F;2;2.51;197.76;351.73;187.93;61.26;307.9;62998.6;1.98;0
5;10;1;G;2;2.51;197.76;351.73;187.93;61.26;307.9;62998.6;1.98;0
5;10;2;A;0;1.51;320.25;434.59;270.43;75.84;293.4;918093.57;1.96;2749
5;10;2;B;0;1.51;369.41;468.11;276.39;65.47;293.82;186921.68;1.97;312
5;10;2;C;2;1.51;369.41;468.11;276.39;65.47;293.82;186921.68;1.97;0
5;10;2;D;2;1.51;369.41;468.11;276.39;65.47;293.82;186921.68;1.97;0
5;10;2;E;2;1.51;369.41;468.11;276.39;65.47;293.82;186921.68;1.97;0
5;10;2;F;2;1.51;369.41;468.11;276.39;65.47;293.82;186921.68;1.97;0
5;10;2;G;2;1.51;369.41;468.11;276.39;65.47;293.82;186921.68;1.97;0
6;0;0;A;0;7.27;62.14;594.64;403.19;73.21;490.86;680530.47;1.96;533
6;0;0;B;0;7.27;66.45;628.55;500.34;77.28;491.17;592632.69;1.97;320
6;0;0;C;0;7.27;119.97;690.28;526.53;78.41;490.65;1864795.66;1.96;966
6;0;0;D;0;7.27;237.69;833.43;563.82;81.91;490.74;1549755.64;1.96;727
6;0;0;E;0;7.27;289.43;934.07;624.03;88.63;491.11;805405.04;1.97;347
6;0;0;F;0;7.27;296.17;1007.73;629.22;97.83;491.34;551619.3;1.97;263
6;0;0;G;0;7.27;412.77;1065.32;658.06;89.72;492.2;238389.98;1.98;138
6;0;1;A;0;6.52;112.38;535.54;376.44;64.9;462.36;1645951.72;1.96;1453
6;0;1;B;0;6.52;176.62;599.39;420.88;64.84;462.36;1496267.35;1.96;1441
6;0;1;C;0;6.52;208.46;645.87;449.62;67.08;462.26;3294376.31;1.96;3572
6;0;1;D;0;6.52;274.29;720.76;471.59;68.47;462.28;2752652.15;1.96;2930
6;0;1;E;0;6.52;328.01;818.38;509;75.2;462.34;1956625.81;1.96;1636
6;0;1;F;0;6.52;385.1;907.55;549.1;80.12;462.44;1431886.78;1.96;978
6;0;1;G;0;6.52;358.16;850.38;517.92;75.49;462.43;1439655.59;1.96;1007
6;0;2;A;0;6.26;216.07;652.22;435.24;69.7;466.95;1774048.01;1.96;3707
6;0;2;B;0;6.26;269.76;718.89;469.75;71.77;466.94;2551886.2;1.96;4696
6;0;2;C;0;6.26;309.71;695.26;443.21;61.61;466.92;4288621.92;1.96;9117
6;0;2;D;0;6.26;351.89;730.85;449.5;60.56;466.93;2670874.51;1.96;6475
6;0;2;E;0;6.26;359.32;747.89;455.51;62.09;466.99;1174420.52;1.96;2420
6;0;2;F;0;6.26;339.78;736.41;461.42;63.38;467.12;693366.84;1.96;1002
6;0;2;G;0;6.26;336.42;693.29;444.75;57.03;467.24;337261.4;1.96;669
6;1;0;A;0;7.39;10.91;502.33;370.11;66.49;567.6;81739.74;1.98;159
6;1;0;B;0;7.39;124.96;643.42;421.79;70.15;571.22;37920.81;2.01;54
6;1;0;C;0;7.39;238.54;744.96;562.28;68.52;567.28;196682.42;1.97;194
6;1;0;D;0;7.39;286.26;881.3;596.91;80.51;567.29;209041.98;1.97;192
6;1;0;E;0;7.39;363.93;1019.02;654.81;88.63;568.57;180306.12;1.98;104
6;1;0;F;0;7.39;360.23;1065.34;503.38;95.4;568.94;112320.12;1.99;92
6;1;0;G;0;7.39;374.8;1002.93;635.25;84.99;569.37;79328.99;1.99;81
6;1;1;A;0;7.77;93.45;581.43;460.89;62.83;497.09;209990.69;1.97;337
6;1;1;B;0;7.77;153.66;637.02;429.87;62.24;496.97;172989.02;1.97;401
6;1;1;C;0;7.77;181.68;711.11;443.71;68.17;496.57;731763.03;1.96;1118
6;1;1;D;0;7.77;228.86;785.72;452.53;71.7;496.54;911282.81;1.96;1298
6;1;1;E;0;7.77;318.56;898.59;545.16;74.69;496.65;679852.45;1.96;811
6;1;1;F;0;7.77;367.63;996.76;561.14;81.01;496.84;383114.95;1.96;501
6;1;1;G;0;7.77;366.73;947.85;563.39;74.83;496.89;332324.15;1.97;462
6;1;2;A;0;6.05;105.4;539.31;426.9;71.7;491.64;168166.58;1.97;371
6;1;2;B;0;6.05;324.71;776.33;447.04;74.62;491.87;133224.53;1.97;274
6;1;2;C;0;6.05;381.54;748.95;453.82;60.71;491.11;605678.5;1.96;1727
6;1;2;D;0;6.05;399.33;791.42;464.5;64.79;491.12;672047.04;1.96;1659
6;1;2;E;0;6.05;464.99;847.92;504.53;63.27;491.37;241099.58;1.96;614
6;1;2;F;0;6.05;458.24;845.33;485.76;63.96;491.9;117660.55;1.97;267
6;1;2;G;0;6.05;361.56;758.11;424.86;65.52;492.95;62955.43;1.98;126
6;2;0;A;0;6.38;19.96;567.1;395.85;85.72;500.51;61885.51;2;57
6;2;0;B;0;6.38;60.19;633.59;405.77;89.83;498.47;128712.19;1.98;103
6;2;0;C;0;6.38;212.23;684.5;475.12;73.99;497.28;167093.98;1.97;199
6;2;0;D;0;6.38;342.83;830.07;504.68;76.34;497.81;69761.22;1.98;140
6;2;0;E;0;6.38;477.7;980.67;559.59;78.8;498.83;44458.4;1.99;90
6;2;0;F;2;6.38;477.7;980.67;559.59;78.8;498.83;44458.4;1.99;0
6;2;0;G;2;6.38;477.7;980.67;559.59;78.8;498.83;44458.4;1.99;0
6;2;1;A;0;4.33;259.6;557.5;416.69;68.73;544.71;100567.5;1.97;250
6;2;1;B;0;4.33;279.76;542.9;441.77;60.71;544.32;182720.51;1.97;388
6;2;1;C;0;4.33;396.71;703.35;452.18;70.74;543.78;464730.48;1.96;1657
6;2;1;D;0;4.33;540.62;858.15;500.13;73.26;543.86;358121.59;1.96;1154
6;2;1;E;0;4.33;636.04;951.85;550.54;72.86;543.96;256250.82;1.96;789
6;2;1;F;0;4.33;636.49;943.09;553.48;70.73;544.26;119552.88;1.97;424
6;2;1;G;0;4.33;563.07;878.91;517.14;72.87;544.47;77689.24;1.97;321
6;2;2;A;0;5.6;270.12;637.85;408.34;65.63;509.67;961431.34;1.96;5487
6;2;2;B;0;5.6;306.19;687.4;422.16;68.03;509.69;772162.78;1.96;3942
6;2;2;C;0;5.6;384.37;764.85;455.69;67.9;509.64;2698490.32;1.96;15040
6;2;2;D;0;5.6;453.4;839.29;499.45;68.87;509.65;2105112.86;1.96;11329
6;2;2;E;0;5.6;457.71;843.33;495.21;68.82;509.67;1074456.45;1.96;5382
6;2;2;F;0;5.6;486.12;873.74;527.24;69.18;509.79;251274.76;1.96;1545
6;2;2;G;0;5.6;481.59;875.18;552.01;70.24;509.88;197852.77;1.96;981
6;3;0;A;0;6.71;-150.36;322.27;287.61;70.49;429.36;121884.45;1.97;346
6;3;0;B;1;6.71;13.56;573.66;415.52;83.53;431.18;101541.57;1.99;0
6;3;0;C;0;6.71;177.48;825.04;543.44;96.58;433;81198.69;2.01;52
6;3;0;D;0;6.71;203.34;821.33;459.26;92.17;431.17;17486.5;1.99;90
6;3;0;E;2;6.71;203.34;821.33;459.26;92.17;431.17;17486.5;1.99;0
6;3;0;F;2;6.71;203.34;821.33;459.26;92.17;431.17;17486.5;1.99;0
6;3;0;G;2;6.71;203.34;821.33;459.26;92.17;431.17;17486.5;1.99;0
6;3;1;A;0;4.73;172;481.43;348.97;65.45;464.3;296372.25;1.96;503
6;3;1;B;0;4.73;276.11;617.12;345.93;72.12;464.38;78472.44;1.97;428
6;3;1;C;0;4.73;309.6;642.08;417.79;70.32;464.17;260326.42;1.96;692
6;3;1;D;0;4.73;433.97;799.05;474;77.21;464.76;106686.43;1.97;252
6;3;1;E;0;4.73;476.65;925.52;525.71;94.94;464.73;68041.02;1.97;261
6;3;1;F;0;4.73;422;957.74;542.81;113.31;468.19;132529.75;2;55
6;3;1;G;2;4.73;422;957.74;542.81;113.31;468.19;132529.75;2;0
6;3;2;A;0;2.8;370.79;596.43;392.89;80.68;478.91;874350.9;1.96;4206
6;3;2;B;0;2.8;461.68;678.58;435.63;77.56;478.92;801149.5;1.96;3583
6;3;2;C;0;2.8;492.94;718.27;437.71;80.57;478.88;2686725.44;1.96;12800
6;3;2;D;0;2.8;529.82;753.5;458.9;79.98;478.9;1205693.4;1.96;5410
6;3;2;E;0;2.8;677.27;893.26;485.07;77.23;479.1;201588.73;1.96;993
6;3;2;F;0;2.8;658.17;876.91;473.65;78.21;479.47;65200.09;1.97;394
6;3;2;G;0;2.8;714.67;930.86;505.59;77.31;483.04;4856.51;2;59
6;4;0;A;0;5.3;163.34;556.29;422.13;74.15;437.65;657576.94;1.96;620
6;4;0;B;0;5.3;159.19;537.07;452.1;71.3;438.1;211033.37;1.97;273
6;4;0;C;0;5.3;265.24;610;445.11;65.05;437.69;688075.48;1.96;552
6;4;0;D;0;5.3;462.02;909.89;711.8;84.51;441.12;61414.75;2;59
6;4;0;E;0;5.3;310.17;540.6;247.04;43.48;439.67;25025.46;1.99;94
6;4;0;F;2;5.3;310.17;540.6;247.04;43.48;439.67;25025.46;1.99;0
6;4;0;G;2;5.3;310.17;540.6;247.04;43.48;439.67;25025.46;1.99;0
6;4;1;A;0;5.88;143.07;586.67;448.08;75.38;481.65;390356.28;1.96;863
6;4;1;B;0;5.88;157.19;633.94;408.73;81.02;481.48;791841.35;1.96;2229
6;4;1;C;0;5.88;255.68;706.65;463.4;76.64;481.43;2172749.25;1.96;4153
6;4;1;D;0;5.88;409.62;885.95;497.21;80.95;481.72;235075.03;1.96;696
