W;B;E;S;Bewerkingstype;RE_FO_a_WBE [m3 aardgas];RE_FO_b_WBSE [m3 aardgas];FVrvKC_mean_SJV [m3 aardgas];FVrvKC sd_SJV [m3 aardgas];OP_mean [m2];Se (stdv residuals);Sse;t a/2;Count
3;8;1;C;2;1.51;693.5;886.37;315.36;127.53;340.36;195508.11;1.97;0
3;8;1;D;2;1.51;693.5;886.37;315.36;127.53;340.36;195508.11;1.97;0
3;8;1;E;2;1.51;693.5;886.37;315.36;127.53;340.36;195508.11;1.97;0
3;8;1;F;2;1.51;693.5;886.37;315.36;127.53;340.36;195508.11;1.97;0
3;8;1;G;2;1.51;693.5;886.37;315.36;127.53;340.36;195508.11;1.97;0
3;8;2;A;0;3.19;466.89;859.24;348.78;122.99;369.8;1444204.54;1.96;2371
3;8;2;B;2;3.19;466.89;859.24;348.78;122.99;369.8;1444204.54;1.96;0
3;8;2;C;2;3.19;466.89;859.24;348.78;122.99;369.8;1444204.54;1.96;0
3;8;2;D;2;3.19;466.89;859.24;348.78;122.99;369.8;1444204.54;1.96;0
3;8;2;E;2;3.19;466.89;859.24;348.78;122.99;369.8;1444204.54;1.96;0
3;8;2;F;2;3.19;466.89;859.24;348.78;122.99;369.8;1444204.54;1.96;0
3;8;2;G;2;3.19;466.89;859.24;348.78;122.99;369.8;1444204.54;1.96;0
3;9;0;A;0;6.22;35.79;816.12;376.91;125.55;362.29;124901.58;1.98;152
3;9;0;B;2;6.22;35.79;816.12;376.91;125.55;362.29;124901.58;1.98;0
3;9;0;C;2;6.22;35.79;816.12;376.91;125.55;362.29;124901.58;1.98;0
3;9;0;D;2;6.22;35.79;816.12;376.91;125.55;362.29;124901.58;1.98;0
3;9;0;E;2;6.22;35.79;816.12;376.91;125.55;362.29;124901.58;1.98;0
3;9;0;F;2;6.22;35.79;816.12;376.91;125.55;362.29;124901.58;1.98;0
3;9;0;G;2;6.22;35.79;816.12;376.91;125.55;362.29;124901.58;1.98;0
3;9;1;A;0;3.17;368.53;755.18;334.25;122.13;356.96;178941.64;1.97;411
3;9;1;B;2;3.17;368.53;755.18;334.25;122.13;356.96;178941.64;1.97;0
3;9;1;C;2;3.17;368.53;755.18;334.25;122.13;356.96;178941.64;1.97;0
3;9;1;D;2;3.17;368.53;755.18;334.25;122.13;356.96;178941.64;1.97;0
3;9;1;E;2;3.17;368.53;755.18;334.25;122.13;356.96;178941.64;1.97;0
3;9;1;F;2;3.17;368.53;755.18;334.25;122.13;356.96;178941.64;1.97;0
3;9;1;G;2;3.17;368.53;755.18;334.25;122.13;356.96;178941.64;1.97;0
3;9;2;A;0;3.17;343.92;704.38;304.36;113.67;325.24;418270.33;1.96;1248
3;9;2;B;2;3.17;343.92;704.38;304.36;113.67;325.24;418270.33;1.96;0
3;9;2;C;2;3.17;343.92;704.38;304.36;113.67;325.24;418270.33;1.96;0
3;9;2;D;2;3.17;343.92;704.38;304.36;113.67;325.24;418270.33;1.96;0
3;9;2;E;2;3.17;343.92;704.38;304.36;113.67;325.24;418270.33;1.96;0
3;9;2;F;2;3.17;343.92;704.38;304.36;113.67;325.24;418270.33;1.96;0
3;9;2;G;2;3.17;343.92;704.38;304.36;113.67;325.24;418270.33;1.96;0
3;10;0;A;0;4.94;111.29;746.55;321.63;128.62;324.1;1414199.75;1.96;2336
3;10;0;B;2;4.94;111.29;746.55;321.63;128.62;324.1;1414199.75;1.96;0
3;10;0;C;2;4.94;111.29;746.55;321.63;128.62;324.1;1414199.75;1.96;0
3;10;0;D;2;4.94;111.29;746.55;321.63;128.62;324.1;1414199.75;1.96;0
3;10;0;E;2;4.94;111.29;746.55;321.63;128.62;324.1;1414199.75;1.96;0
3;10;0;F;2;4.94;111.29;746.55;321.63;128.62;324.1;1414199.75;1.96;0
3;10;0;G;2;4.94;111.29;746.55;321.63;128.62;324.1;1414199.75;1.96;0
3;10;1;A;0;5.08;69.39;672.09;292.88;118.65;299.72;222318.37;1.96;572
3;10;1;B;2;5.08;69.39;672.09;292.88;118.65;299.72;222318.37;1.96;0
3;10;1;C;2;5.08;69.39;672.09;292.88;118.65;299.72;222318.37;1.96;0
3;10;1;D;2;5.08;69.39;672.09;292.88;118.65;299.72;222318.37;1.96;0
3;10;1;E;2;5.08;69.39;672.09;292.88;118.65;299.72;222318.37;1.96;0
3;10;1;F;2;5.08;69.39;672.09;292.88;118.65;299.72;222318.37;1.96;0
3;10;1;G;2;5.08;69.39;672.09;292.88;118.65;299.72;222318.37;1.96;0
3;10;2;A;0;2.87;300.02;614.02;294.08;109.49;316.38;185679.63;1.96;743
3;10;2;B;2;2.87;300.02;614.02;294.08;109.49;316.38;185679.63;1.96;0
3;10;2;C;2;2.87;300.02;614.02;294.08;109.49;316.38;185679.63;1.96;0
3;10;2;D;2;2.87;300.02;614.02;294.08;109.49;316.38;185679.63;1.96;0
3;10;2;E;2;2.87;300.02;614.02;294.08;109.49;316.38;185679.63;1.96;0
3;10;2;F;2;2.87;300.02;614.02;294.08;109.49;316.38;185679.63;1.96;0
3;10;2;G;2;2.87;300.02;614.02;294.08;109.49;316.38;185679.63;1.96;0
4;0;0;A;0;6.58;191.24;971.03;694.98;118.45;595.29;387085.27;1.98;110
4;0;0;B;0;6.58;278.76;993.95;599.15;108.64;595.94;212514.49;1.99;89
4;0;0;C;0;6.58;345.22;1093.53;590.97;113.67;593.14;1415756.32;1.96;501
4;0;0;D;0;6.58;443.02;1219.71;643.88;117.98;593.36;1007635.9;1.97;365
4;0;0;E;0;6.58;489.15;1301.77;667.52;123.44;593.27;1375801.6;1.97;412
4;0;0;F;0;6.58;485.55;1373.91;706.3;134.95;593.15;2061329.53;1.96;497
4;0;0;G;0;6.58;432.31;1194.36;667.7;115.76;593.41;1154723.03;1.97;345
4;0;1;A;0;6.04;269.44;919.89;572.84;107.64;591.82;208514.49;1.99;89
4;0;1;B;0;6.04;382.99;997.23;611.2;101.65;591.3;163595.96;1.98;105
4;0;1;C;0;6.04;403.5;999.58;601.51;98.64;589.42;682254.05;1.97;305
4;0;1;D;0;6.04;378.45;945.41;518.43;93.82;589.35;662571.74;1.97;328
4;0;1;E;0;6.04;549.93;1210.79;646.14;109.36;589.44;793270.73;1.97;297
4;0;1;F;0;6.04;613.36;1291.71;638.71;112.26;589.16;1133266.79;1.97;413
4;0;1;G;0;6.04;597.62;1232.87;612.63;105.13;589.24;944587.06;1.97;372
4;0;2;A;0;4.02;456.77;776.14;391.48;79.48;471.92;855280.14;1.96;2691
4;0;2;B;0;4.02;531.51;855.29;432.55;80.58;471.97;718968.96;1.96;1651
4;0;2;C;0;4.02;526.07;864.08;424.01;84.13;471.88;2221801.35;1.96;4407
4;0;2;D;0;4.02;580.57;916.18;423.25;83.53;471.89;1931744.79;1.96;3903
4;0;2;E;0;4.02;630.75;979.46;440.21;86.79;471.91;1664699.85;1.96;3102
4;0;2;F;0;4.02;686.45;1028.91;477.88;85.23;471.96;1016458.6;1.96;1833
4;0;2;G;0;4.02;743.18;1090.95;536.35;86.55;472.07;706128.31;1.96;973
4;1;0;A;3;7.27;253.04;1099.19;548.34;116.39;584.36;455795.34;1.97;0
4;1;0;B;3;7.27;253.04;1099.19;548.34;116.39;584.36;455795.34;1.97;0
4;1;0;C;0;7.27;253.04;1099.19;548.34;116.39;584.36;455795.34;1.97;241
4;1;0;D;0;7.27;366.27;1288.46;653.82;126.85;584.67;427526.62;1.97;192
4;1;0;E;0;7.27;423.44;1344.4;624.22;126.68;584.45;465464.96;1.97;225
4;1;0;F;0;7.27;429.97;1352.73;662.99;126.93;584.33;599146.69;1.97;248
4;1;0;G;0;7.27;385.01;1267.56;659.87;121.4;584.6;448984.32;1.97;202
4;1;1;A;3;6.67;289.12;994.41;401.71;105.72;629.01;76196.08;2.01;0
4;1;1;B;3;6.67;289.12;994.41;401.71;105.72;629.01;76196.08;2.01;0
4;1;1;C;0;6.67;289.12;994.41;401.71;105.72;629.01;76196.08;2.01;50
4;1;1;D;0;6.67;384.56;1109.45;670.4;108.66;626.44;184826.44;1.99;82
4;1;1;E;0;6.67;601.37;1313.57;687.75;106.76;624.75;206256.49;1.98;144
4;1;1;F;0;6.67;544.31;1330.74;618.69;117.88;624.29;377452.56;1.97;181
4;1;1;G;0;6.67;541.64;1283.66;628.86;111.23;624.86;193981.99;1.98;137
4;1;2;A;0;4.07;441.76;784.7;405.52;84.22;472.38;378826.15;1.96;1180
4;1;2;B;0;4.07;417.11;771.12;390.53;86.94;472.7;150984.27;1.97;454
4;1;2;C;0;4.07;512.77;846.23;407.05;81.89;472.27;814830.61;1.96;2444
4;1;2;D;0;4.07;548.78;900.91;423.65;86.48;472.27;884785.46;1.96;2571
4;1;2;E;0;4.07;649.93;1002.49;461.45;86.58;472.34;726737.95;1.96;1457
4;1;2;F;0;4.07;719.77;1053.73;479.63;82.02;472.42;265844.77;1.96;959
4;1;2;G;0;4.07;752.19;1082.01;513.39;81;472.86;106135;1.97;345
4;2;0;A;0;7.8;55.11;831.41;502.9;99.52;520.18;137541.96;1.99;96
4;2;0;B;0;7.8;103.07;889.92;531.41;100.87;520.47;57207.61;1.99;87
4;2;0;C;0;7.8;208.18;995.38;486.18;100.92;517.94;365738.57;1.96;515
4;2;0;D;0;7.8;281.91;1065.33;496.77;100.43;517.88;413870.41;1.96;588
4;2;0;E;0;7.8;320.82;1161.94;539.38;107.83;517.89;651810.72;1.96;578
4;2;0;F;0;7.8;357.08;1225.53;586.52;111.34;518.83;267715.89;1.97;188
4;2;0;G;0;7.8;380.6;1172.66;556.13;101.54;518.9;104710.44;1.97;179
4;2;1;A;3;6.44;248.95;969.3;448.43;111.87;510.68;40584.74;1.98;0
4;2;1;B;0;6.44;248.95;969.3;448.43;111.87;510.68;40584.74;1.98;128
4;2;1;C;0;6.44;349.24;944.72;449.12;92.47;509.39;115072.77;1.97;356
4;2;1;D;0;6.44;425.34;1012.97;439.74;91.26;509.38;208892.42;1.97;359
4;2;1;E;0;6.44;516.64;1141.87;486.37;97.1;509.17;347195.43;1.96;504
4;2;1;F;0;6.44;612.12;1271.81;593.55;102.45;510.38;114041.07;1.98;150
4;2;1;G;0;6.44;486.26;1099.93;532.81;95.3;509.95;125978;1.97;200
4;2;2;A;0;3.94;430.39;789.93;376.66;91.31;462.25;2334005.76;1.96;10863
4;2;2;B;0;3.94;495.93;852.61;394.75;90.58;462.27;1495370.14;1.96;7005
4;2;2;C;0;3.94;531.61;886.42;396.89;90.11;462.24;4923921.56;1.96;21249
4;2;2;D;0;3.94;639.77;998.45;432.33;91.09;462.25;4629924.02;1.96;17053
4;2;2;E;0;3.94;713.23;1069.31;458.69;90.43;462.26;2826748.66;1.96;9902
4;2;2;F;0;3.94;747.47;1103.26;474.99;90.36;462.31;933540.42;1.96;3061
4;2;2;G;0;3.94;732.6;1086.19;507.95;89.8;462.38;452785.27;1.96;1632
4;3;0;A;0;7.79;-6.17;831.96;435.31;107.55;527.8;33363.23;1.99;94
4;3;0;B;0;7.79;136.75;1059.02;533.15;118.35;526.43;120334.95;1.97;180
4;3;0;C;0;7.79;174.05;1092.01;487.11;117.8;525.19;664497.27;1.96;1157
4;3;0;D;0;7.79;224.81;1188.77;543.16;123.7;525.33;520063.18;1.96;702
4;3;0;E;0;7.79;310.99;1271.97;608.33;123.32;526.75;101108.07;1.98;148
4;3;0;F;2;7.79;310.99;1271.97;608.33;123.32;526.75;101108.07;1.98;0
4;3;0;G;2;7.79;310.99;1271.97;608.33;123.32;526.75;101108.07;1.98;0
4;3;1;A;0;4.48;393.86;913.61;417.28;115.96;531.44;81920.24;1.97;380
4;3;1;B;0;4.48;410.91;953.75;402.58;121.11;531.46;105475.71;1.97;373
4;3;1;C;0;4.48;585.24;1119.26;472.73;119.14;530.81;955505.45;1.96;3768
4;3;1;D;0;4.48;732.63;1274.31;511.55;120.85;530.92;541153.4;1.96;1476
4;3;1;E;0;4.48;777.7;1320.46;561.8;121.09;531.51;143852.25;1.97;349
4;3;1;F;0;4.48;867.29;1363.97;650.05;110.81;534.47;48755.32;1.99;73
4;3;1;G;2;4.48;867.29;1363.97;650.05;110.81;534.47;48755.32;1.99;0
4;3;2;A;0;4.2;397.63;836.57;387.92;104.4;460.46;3446271.09;1.96;12767
4;3;2;B;0;4.2;443.41;882.62;390.78;104.46;460.46;3010467.54;1.96;10269
4;3;2;C;0;4.2;529.11;975.53;427.13;106.18;460.45;9556215.44;1.96;34411
4;3;2;D;0;4.2;625.64;1073.83;441.94;106.6;460.46;3325989.6;1.96;12579
4;3;2;E;0;4.2;691.74;1123.66;448.28;102.73;460.5;861644.02;1.96;3728
4;3;2;F;0;4.2;720.31;1156.05;473.69;103.63;460.77;211459.58;1.96;705
4;3;2;G;0;4.2;702.38;1125.68;518.11;100.68;461.29;67206.2;1.97;275
4;4;0;A;0;7.09;65.01;788.46;448;102.11;477.16;63774.9;1.99;91
4;4;0;B;0;7.09;130.24;894.67;442.2;107.89;474.92;353981.67;1.96;569
4;4;0;C;0;7.09;157.68;988.69;489.71;117.29;474.64;1479961.98;1.96;1810
4;4;0;D;0;7.09;179.13;996.41;456.57;115.35;475.31;151377.88;1.97;297
4;4;0;E;2;7.09;179.13;996.41;456.57;115.35;475.31;151377.88;1.97;0
4;4;0;F;2;7.09;179.13;996.41;456.57;115.35;475.31;151377.88;1.97;0
4;4;0;G;2;7.09;179.13;996.41;456.57;115.35;475.31;151377.88;1.97;0
4;4;1;A;0;7.05;59.69;758.83;388.08;99.2;466.82;190372.79;1.96;475
4;4;1;B;0;7.05;103.74;860.8;391.67;107.41;466.4;967420.78;1.96;3259
4;4;1;C;0;7.05;184.33;1002.64;460.68;116.11;466.35;2981877.93;1.96;8135
4;4;1;D;0;7.05;228.68;1029.38;480.92;113.61;466.56;433402.55;1.96;1000
4;4;1;E;0;7.05;253.84;1020.88;452.27;108.83;468.06;42973.11;1.98;136
4;4;1;F;2;7.05;253.84;1020.88;452.27;108.83;468.06;42973.11;1.98;0
4;4;1;G;2;7.05;253.84;1020.88;452.27;108.83;468.06;42973.11;1.98;0
4;4;2;A;0;5.21;246.18;749.58;372.06;96.71;442.44;2101191;1.96;7331
4;4;2;B;0;5.21;315.14;814.88;387.66;96.01;442.42;6961111.12;1.96;27572
4;4;2;C;0;5.21;373.34;896.27;424.34;100.46;442.42;12866516.71;1.96;46645
4;4;2;D;0;5.21;477.25;1028.62;465.33;105.93;442.47;1355629.6;1.96;4180
4;4;2;E;0;5.21;583.35;1130.74;497.52;105.16;443.25;109162.75;1.97;267
4;4;2;F;2;5.21;583.35;1130.74;497.52;105.16;443.25;109162.75;1.97;0
4;4;2;G;2;5.21;583.35;1130.74;497.52;105.16;443.25;109162.75;1.97;0
4;5;0;A;0;7.14;66.59;919.08;457.18;119.34;428.21;70077.22;2;68
4;5;0;B;0;7.14;74.48;911.45;455.21;117.17;425.98;234926.06;1.97;218
4;5;0;C;2;7.14;74.48;911.45;455.21;117.17;425.98;234926.06;1.97;0
4;5;0;D;2;7.14;74.48;911.45;455.21;117.17;425.98;234926.06;1.97;0
4;5;0;E;2;7.14;74.48;911.45;455.21;117.17;425.98;234926.06;1.97;0
4;5;0;F;2;7.14;74.48;911.45;455.21;117.17;425.98;234926.06;1.97;0
4;5;0;G;2;7.14;74.48;911.45;455.21;117.17;425.98;234926.06;1.97;0
4;5;1;A;0;5.75;198.48;845.39;374.49;112.6;412.2;81051.32;1.97;197
4;5;1;B;0;5.75;268.34;959;397.82;120.21;411.37;621110.32;1.96;903
4;5;1;C;0;5.75;316.36;1033.28;492.33;124.79;412.93;134063.66;1.98;117
4;5;1;D;2;5.75;316.36;1033.28;492.33;124.79;412.93;134063.66;1.98;0
4;5;1;E;2;5.75;316.36;1033.28;492.33;124.79;412.93;134063.66;1.98;0
4;5;1;F;2;5.75;316.36;1033.28;492.33;124.79;412.93;134063.66;1.98;0
4;5;1;G;2;5.75;316.36;1033.28;492.33;124.79;412.93;134063.66;1.98;0
4;5;2;A;0;3.66;355.22;687.98;331.45;90.94;360.49;465140.89;1.96;2880
4;5;2;B;0;3.66;377.02;714.57;333.19;92.25;360.47;873607.21;1.96;5004
4;5;2;C;0;3.66;433.82;762.87;376.1;89.93;360.98;134875.41;1.97;332
4;5;2;D;2;3.66;433.82;762.87;376.1;89.93;360.98;134875.41;1.97;0
4;5;2;E;2;3.66;433.82;762.87;376.1;89.93;360.98;134875.41;1.97;0
4;5;2;F;2;3.66;433.82;762.87;376.1;89.93;360.98;134875.41;1.97;0
4;5;2;G;2;3.66;433.82;762.87;376.1;89.93;360.98;134875.41;1.97;0
4;6;0;A;0;7.23;-23.62;856.68;462.01;121.71;461.74;141041.65;1.99;85
4;6;0;B;0;7.23;45.65;907.8;490.56;119.2;460.15;177029.32;1.97;198
4;6;0;C;2;7.23;45.65;907.8;490.56;119.2;460.15;177029.32;1.97;0
4;6;0;D;2;7.23;45.65;907.8;490.56;119.2;460.15;177029.32;1.97;0
4;6;0;E;2;7.23;45.65;907.8;490.56;119.2;460.15;177029.32;1.97;0
4;6;0;F;2;7.23;45.65;907.8;490.56;119.2;460.15;177029.32;1.97;0
4;6;0;G;2;7.23;45.65;907.8;490.56;119.2;460.15;177029.32;1.97;0
4;6;1;A;0;4.14;259.9;768.01;361.53;122.58;395.12;81956.35;1.97;339
4;6;1;B;0;4.14;401.93;908.93;379.35;122.32;395.13;242187.69;1.97;331
4;6;1;C;2;4.14;401.93;908.93;379.35;122.32;395.13;242187.69;1.97;0
4;6;1;D;2;4.14;401.93;908.93;379.35;122.32;395.13;242187.69;1.97;0
4;6;1;E;2;4.14;401.93;908.93;379.35;122.32;395.13;242187.69;1.97;0
4;6;1;F;2;4.14;401.93;908.93;379.35;122.32;395.13;242187.69;1.97;0
4;6;1;G;2;4.14;401.93;908.93;379.35;122.32;395.13;242187.69;1.97;0
4;6;2;A;0;3.14;370.63;674.43;334.87;96.89;366.39;638107.78;1.96;3222
4;6;2;B;0;3.14;409.87;709.1;343.58;95.43;366.43;375961.63;1.96;1965
4;6;2;C;0;3.14;506.99;809.32;349.82;96.42;367.47;25737.79;1.97;163
4;6;2;D;2;3.14;506.99;809.32;349.82;96.42;367.47;25737.79;1.97;0
4;6;2;E;2;3.14;506.99;809.32;349.82;96.42;367.47;25737.79;1.97;0
4;6;2;F;2;3.14;506.99;809.32;349.82;96.42;367.47;25737.79;1.97;0
4;6;2;G;2;3.14;506.99;809.32;349.82;96.42;367.47;25737.79;1.97;0
4;7;0;A;0;6.79;-56.67;798.73;416.56;126.01;376.46;396302.97;1.97;338
4;7;0;B;2;6.79;-56.67;798.73;416.56;126.01;376.46;396302.97;1.97;0
4;7;0;C;2;6.79;-56.67;798.73;416.56;126.01;376.46;396302.97;1.97;0
4;7;0;D;2;6.79;-56.67;798.73;416.56;126.01;376.46;396302.97;1.97;0
4;7;0;E;2;6.79;-56.67;798.73;416.56;126.01;376.46;396302.97;1.97;0
4;7;0;F;2;6.79;-56.67;798.73;416.56;126.01;376.46;396302.97;1.97;0
4;7;0;G;2;6.79;-56.67;798.73;416.56;126.01;376.46;396302.97;1.97;0
4;7;1;A;0;5.2;125.77;769.24;401.61;123.86;416.34;305726.12;1.96;545
4;7;1;B;2;5.2;125.77;769.24;401.61;123.86;416.34;305726.12;1.96;0
4;7;1;C;2;5.2;125.77;769.24;401.61;123.86;416.34;305726.12;1.96;0
4;7;1;D;2;5.2;125.77;769.24;401.61;123.86;416.34;305726.12;1.96;0
4;7;1;E;2;5.2;125.77;769.24;401.61;123.86;416.34;305726.12;1.96;0
4;7;1;F;2;5.2;125.77;769.24;401.61;123.86;416.34;305726.12;1.96;0
4;7;1;G;2;5.2;125.77;769.24;401.61;123.86;416.34;305726.12;1.96;0
4;7;2;A;0;3.36;338.14;698.66;335.88;107.32;363.68;1765122.23;1.96;6143
4;7;2;B;0;3.36;375.45;721.85;366.97;103.11;364.13;127419.33;1.97;378
4;7;2;C;1;3.36;506;853.95;377.56;103.57;365.48;67068.63;1.98;0
4;7;2;D;0;3.36;636.55;986.05;388.15;104.03;366.82;6717.93;2;59
4;7;2;E;2;3.36;636.55;986.05;388.15;104.03;366.82;6717.93;2;0
4;7;2;F;2;3.36;636.55;986.05;388.15;104.03;366.82;6717.93;2;0
4;7;2;G;2;3.36;636.55;986.05;388.15;104.03;366.82;6717.93;2;0
4;8;0;A;0;5.01;145.42;768;359.46;124.28;349.19;486131.85;1.97;462
4;8;0;B;2;5.01;145.42;768;359.46;124.28;349.19;486131.85;1.97;0
4;8;0;C;2;5.01;145.42;768;359.46;124.28;349.19;486131.85;1.97;0
4;8;0;D;2;5.01;145.42;768;359.46;124.28;349.19;486131.85;1.97;0
4;8;0;E;2;5.01;145.42;768;359.46;124.28;349.19;486131.85;1.97;0
4;8;0;F;2;5.01;145.42;768;359.46;124.28;349.19;486131.85;1.97;0
4;8;0;G;2;5.01;145.42;768;359.46;124.28;349.19;486131.85;1.97;0
4;8;1;A;0;2.92;392.97;767.12;353.06;128.03;373.96;554119.18;1.96;706
4;8;1;B;2;2.92;392.97;767.12;353.06;128.03;373.96;554119.18;1.96;0
4;8;1;C;2;2.92;392.97;767.12;353.06;128.03;373.96;554119.18;1.96;0
4;8;1;D;2;2.92;392.97;767.12;353.06;128.03;373.96;554119.18;1.96;0
4;8;1;E;2;2.92;392.97;767.12;353.06;128.03;373.96;554119.18;1.96;0
4;8;1;F;2;2.92;392.97;767.12;353.06;128.03;373.96;554119.18;1.96;0
4;8;1;G;2;2.92;392.97;767.12;353.06;128.03;373.96;554119.18;1.96;0
4;8;2;A;0;2.47;446.44;737.73;360.39;118.05;388.11;3151985.83;1.96;6460
4;8;2;B;0;2.47;479.96;733.09;408.59;102.58;391.86;21858.87;2.01;53
4;8;2;C;2;2.47;479.96;733.09;408.59;102.58;391.86;21858.87;2.01;0
4;8;2;D;2;2.47;479.96;733.09;408.59;102.58;391.86;21858.87;2.01;0
4;8;2;E;2;2.47;479.96;733.09;408.59;102.58;391.86;21858.87;2.01;0
4;8;2;F;2;2.47;479.96;733.09;408.59;102.58;391.86;21858.87;2.01;0
4;8;2;G;2;2.47;479.96;733.09;408.59;102.58;391.86;21858.87;2.01;0
4;9;0;A;0;4.3;148.63;654.65;326.89;117.73;335.11;292132.5;1.97;442
4;9;0;B;2;4.3;148.63;654.65;326.89;117.73;335.11;292132.5;1.97;0
4;9;0;C;2;4.3;148.63;654.65;326.89;117.73;335.11;292132.5;1.97;0
4;9;0;D;2;4.3;148.63;654.65;326.89;117.73;335.11;292132.5;1.97;0
4;9;0;E;2;4.3;148.63;654.65;326.89;117.73;335.11;292132.5;1.97;0
4;9;0;F;2;4.3;148.63;654.65;326.89;117.73;335.11;292132.5;1.97;0
4;9;0;G;2;4.3;148.63;654.65;326.89;117.73;335.11;292132.5;1.97;0
4;9;1;A;0;3.8;189.82;650.92;333.14;121.47;352.22;565236.22;1.96;1295
4;9;1;B;2;3.8;189.82;650.92;333.14;121.47;352.22;565236.22;1.96;0
4;9;1;C;2;3.8;189.82;650.92;333.14;121.47;352.22;565236.22;1.96;0
4;9;1;D;2;3.8;189.82;650.92;333.14;121.47;352.22;565236.22;1.96;0
4;9;1;E;2;3.8;189.82;650.92;333.14;121.47;352.22;565236.22;1.96;0
4;9;1;F;2;3.8;189.82;650.92;333.14;121.47;352.22;565236.22;1.96;0
4;9;1;G;2;3.8;189.82;650.92;333.14;121.47;352.22;565236.22;1.96;0
4;9;2;A;0;2.4;359.4;626.67;313.18;111.51;338.16;843790.86;1.96;3045
4;9;2;B;1;2.4;330.06;599.22;316.55;112.3;339.43;426409.16;1.98;0
4;9;2;C;0;2.4;300.72;571.77;319.92;113.09;340.7;9027.46;2;67
4;9;2;D;2;2.4;300.72;571.77;319.92;113.09;340.7;9027.46;2;0
4;9;2;E;2;2.4;300.72;571.77;319.92;113.09;340.7;9027.46;2;0
4;9;2;F;2;2.4;300.72;571.77;319.92;113.09;340.7;9027.46;2;0
4;9;2;G;2;2.4;300.72;571.77;319.92;113.09;340.7;9027.46;2;0
4;10;0;A;0;4.54;51.55;613.93;305.03;123.91;308.95;3481867.26;1.96;5763
4;10;0;B;2;4.54;51.55;613.93;305.03;123.91;308.95;3481867.26;1.96;0
4;10;0;C;2;4.54;51.55;613.93;305.03;123.91;308.95;3481867.26;1.96;0
4;10;0;D;2;4.54;51.55;613.93;305.03;123.91;308.95;3481867.26;1.96;0
4;10;0;E;2;4.54;51.55;613.93;305.03;123.91;308.95;3481867.26;1.96;0
4;10;0;F;2;4.54;51.55;613.93;305.03;123.91;308.95;3481867.26;1.96;0
4;10;0;G;2;4.54;51.55;613.93;305.03;123.91;308.95;3481867.26;1.96;0
4;10;1;A;0;3.06;222.66;579.45;284.1;116.46;302.55;525557.98;1.96;1426
4;10;1;B;2;3.06;222.66;579.45;284.1;116.46;302.55;525557.98;1.96;0
4;10;1;C;2;3.06;222.66;579.45;284.1;116.46;302.55;525557.98;1.96;0
4;10;1;D;2;3.06;222.66;579.45;284.1;116.46;302.55;525557.98;1.96;0
4;10;1;E;2;3.06;222.66;579.45;284.1;116.46;302.55;525557.98;1.96;0
4;10;1;F;2;3.06;222.66;579.45;284.1;116.46;302.55;525557.98;1.96;0
4;10;1;G;2;3.06;222.66;579.45;284.1;116.46;302.55;525557.98;1.96;0
4;10;2;A;0;3.25;201.23;558.22;292.24;109.95;314.15;335947.39;1.96;1681
4;10;2;B;2;3.25;201.23;558.22;292.24;109.95;314.15;335947.39;1.96;0
4;10;2;C;2;3.25;201.23;558.22;292.24;109.95;314.15;335947.39;1.96;0
4;10;2;D;2;3.25;201.23;558.22;292.24;109.95;314.15;335947.39;1.96;0
4;10;2;E;2;3.25;201.23;558.22;292.24;109.95;314.15;335947.39;1.96;0
4;10;2;F;2;3.25;201.23;558.22;292.24;109.95;314.15;335947.39;1.96;0
4;10;2;G;2;3.25;201.23;558.22;292.24;109.95;314.15;335947.39;1.96;0
5;0;0;A;0;6.18;150.49;574.7;432.21;68.69;525.99;696946.63;1.96;608
5;0;0;B;0;6.18;236.09;692.8;435.66;73.95;526.37;385153.21;1.97;325
5;0;0;C;0;6.18;304.58;777.93;515.04;76.64;525.92;1050867.64;1.96;714
5;0;0;D;0;6.18;370.25;879.39;515.98;82.44;526.06;809673.36;1.96;525
5;0;0;E;0;6.18;485.62;1049.3;578.3;91.27;526.4;468413.31;1.97;311
5;0;0;F;0;6.18;521.42;1132.61;603.36;98.96;526.53;517173.63;1.97;271
5;0;0;G;0;6.18;459.76;1055.09;604.09;96.39;527.03;328426.99;1.97;180
5;0;1;A;0;6.06;183.77;552.34;428.84;60.85;512.49;1074545.46;1.96;1199
5;0;1;B;0;6.06;265.24;663.36;435.96;65.73;512.53;1030555.39;1.96;1002
5;0;1;C;0;6.06;316.65;717.48;469.67;66.18;512.39;2192252.58;1.96;2344
5;0;1;D;0;6.06;389.32;799.44;501.93;67.72;512.41;1762757.2;1.96;2001
5;0;1;E;0;6.06;473.32;919.22;520.29;73.62;512.47;1281417.57;1.96;1309
5;0;1;F;0;6.06;507.31;984.52;515.27;78.79;512.54;1154635.44;1.96;972
5;0;1;G;0;6.06;489.61;983.99;579.03;81.63;512.56;1062757.54;1.96;923
5;0;2;A;0;5.42;281.58;669.87;418.43;71.65;480.43;1161556.87;1.96;2258
5;0;2;B;0;5.42;340.68;722.01;420.14;70.37;480.4;1685408.63;1.96;3237
5;0;2;C;0;5.42;386.1;751.36;446.95;67.41;480.36;3146044.1;1.96;6223
5;0;2;D;0;5.42;456.02;829.69;476.95;68.96;480.4;1537299.18;1.96;2950
5;0;2;E;0;5.42;482.21;880.91;475.23;73.58;480.47;1046291.99;1.96;1670
